dateid,areaID,activeCases
20210905,za,150
20210904,ce,665
20210904,kk,137
20210904,kp,701
20210904,kr,669
20210904,lj,1818
20210904,mb,987
20210904,ms,219
20210904,ng,599
20210904,nm,435
20210904,po,197
20210904,sg,122
20210904,si,6771
20210904,za,149
20210903,ce,656
20210903,kk,137
20210903,kp,704
20210903,kr,647
20210903,lj,1793
20210903,mb,978
20210903,ms,208
20210903,ng,615
20210903,nm,439
20210903,po,185
20210903,sg,118
20210903,si,6699
20210903,za,146
20210902,ce,637
20210902,kk,138
20210902,kp,657
20210902,kr,616
20210902,lj,1720
20210902,mb,936
20210902,ms,197
20210902,ng,545
20210902,nm,389
20210902,po,175
20210902,sg,120
20210902,si,6344
20210902,za,140
20210901,ce,594
20210901,kk,139
20210901,kp,628
20210901,kr,577
20210901,lj,1631
20210901,mb,898
20210901,ms,192
20210901,ng,566
20210901,nm,365
20210901,po,152
20210901,sg,115
20210901,si,6068
20210901,za,137
20210831,ce,580
20210831,kk,140
20210831,kp,605
20210831,kr,529
20210831,lj,1538
20210831,mb,878
20210831,ms,181
20210831,ng,529
20210831,nm,342
20210831,po,136
20210831,sg,119
20210831,si,5782
20210831,za,134
20210830,ce,528
20210830,kk,146
20210830,kp,524
20210830,kr,528
20210830,lj,1437
20210830,mb,838
20210830,ms,168
20210830,ng,457
20210830,nm,320
20210830,po,129
20210830,sg,122
20210830,si,5397
20210830,za,130
20210829,ce,498
20210829,kk,142
20210829,kp,478
20210829,kr,480
20210829,lj,1366
20210829,mb,838
20210829,ms,159
20210829,ng,456
20210829,nm,313
20210829,po,134
20210829,sg,112
20210829,si,5174
20210829,za,121
20210828,ce,500
20210828,kk,143
20210828,kp,478
20210828,kr,472
20210828,lj,1334
20210828,mb,810
20210828,ms,145
20210828,ng,455
20210828,nm,312
20210828,po,134
20210828,sg,113
20210828,si,5087
20210828,za,121
20210827,ce,488
20210827,kk,149
20210827,kp,474
20210827,kr,456
20210827,lj,1275
20210827,mb,798
20210827,ms,129
20210827,ng,388
20210827,nm,308
20210827,po,136
20210827,sg,114
20210827,si,4907
20210827,za,118
20210826,ce,475
20210826,kk,145
20210826,kp,444
20210826,kr,431
20210826,lj,1204
20210826,mb,767
20210826,ms,111
20210826,ng,341
20210826,nm,286
20210826,po,125
20210826,sg,115
20210826,si,4631
20210826,za,115
20210825,ce,434
20210825,kk,142
20210825,kp,407
20210825,kr,395
20210825,lj,1114
20210825,mb,726
20210825,ms,107
20210825,ng,305
20210825,nm,268
20210825,po,115
20210825,sg,99
20210825,si,4286
20210825,za,101
20210824,ce,411
20210824,kk,146
20210824,kp,381
20210824,kr,376
20210824,lj,1055
20210824,mb,695
20210824,ms,94
20210824,ng,252
20210824,nm,241
20210824,po,104
20210824,sg,102
20210824,si,4025
20210824,za,94
20210823,ce,380
20210823,kk,140
20210823,kp,346
20210823,kr,341
20210823,lj,990
20210823,mb,660
20210823,ms,86
20210823,ng,246
20210823,nm,230
20210823,po,87
20210823,sg,100
20210823,si,3763
20210823,za,84
20210822,ce,351
20210822,kk,135
20210822,kp,320
20210822,kr,323
20210822,lj,957
20210822,mb,606
20210822,ms,69
20210822,ng,222
20210822,nm,206
20210822,po,80
20210822,sg,89
20210822,si,3506
20210822,za,78
20210821,ce,343
20210821,kk,132
20210821,kp,319
20210821,kr,322
20210821,lj,946
20210821,mb,570
20210821,ms,65
20210821,ng,220
20210821,nm,207
20210821,po,80
20210821,sg,85
20210821,si,3435
20210821,za,80
20210820,ce,337
20210820,kk,132
20210820,kp,313
20210820,kr,321
20210820,lj,893
20210820,mb,532
20210820,ms,62
20210820,ng,166
20210820,nm,195
20210820,po,78
20210820,sg,84
20210820,si,3256
20210820,za,80
20210819,ce,296
20210819,kk,125
20210819,kp,302
20210819,kr,299
20210819,lj,809
20210819,mb,482
20210819,ms,64
20210819,ng,164
20210819,nm,190
20210819,po,66
20210819,sg,67
20210819,si,3002
20210819,za,72
20210818,ce,279
20210818,kk,116
20210818,kp,284
20210818,kr,291
20210818,lj,756
20210818,mb,447
20210818,ms,64
20210818,ng,150
20210818,nm,173
20210818,po,59
20210818,sg,55
20210818,si,2810
20210818,za,71
20210817,ce,252
20210817,kk,105
20210817,kp,251
20210817,kr,271
20210817,lj,725
20210817,mb,407
20210817,ms,62
20210817,ng,123
20210817,nm,155
20210817,po,51
20210817,sg,44
20210817,si,2567
20210817,za,60
20210816,ce,230
20210816,kk,88
20210816,kp,232
20210816,kr,222
20210816,lj,669
20210816,mb,383
20210816,ms,62
20210816,ng,99
20210816,nm,142
20210816,po,48
20210816,sg,34
20210816,si,2319
20210816,za,51
20210815,ce,203
20210815,kk,80
20210815,kp,216
20210815,kr,209
20210815,lj,669
20210815,mb,339
20210815,ms,68
20210815,ng,90
20210815,nm,124
20210815,po,43
20210815,sg,33
20210815,si,2182
20210815,za,52
20210814,ce,197
20210814,kk,80
20210814,kp,216
20210814,kr,203
20210814,lj,664
20210814,mb,334
20210814,ms,70
20210814,ng,89
20210814,nm,122
20210814,po,42
20210814,sg,31
20210814,si,2156
20210814,za,52
20210813,ce,195
20210813,kk,73
20210813,kp,217
20210813,kr,207
20210813,lj,660
20210813,mb,318
20210813,ms,70
20210813,ng,81
20210813,nm,124
20210813,po,41
20210813,sg,29
20210813,si,2117
20210813,za,51
20210812,ce,170
20210812,kk,69
20210812,kp,185
20210812,kr,194
20210812,lj,632
20210812,mb,304
20210812,ms,70
20210812,ng,86
20210812,nm,123
20210812,po,38
20210812,sg,24
20210812,si,1988
20210812,za,45
20210811,ce,161
20210811,kk,67
20210811,kp,179
20210811,kr,195
20210811,lj,607
20210811,mb,283
20210811,ms,66
20210811,ng,83
20210811,nm,125
20210811,po,34
20210811,sg,20
20210811,si,1906
20210811,za,43
20210810,ce,148
20210810,kk,67
20210810,kp,162
20210810,kr,181
20210810,lj,564
20210810,mb,245
20210810,ms,59
20210810,ng,78
20210810,nm,124
20210810,po,30
20210810,sg,16
20210810,si,1755
20210810,za,39
20210809,ce,127
20210809,kk,57
20210809,kp,144
20210809,kr,172
20210809,lj,496
20210809,mb,234
20210809,ms,59
20210809,ng,73
20210809,nm,113
20210809,po,30
20210809,sg,11
20210809,si,1593
20210809,za,35
20210808,ce,106
20210808,kk,54
20210808,kp,136
20210808,kr,161
20210808,lj,464
20210808,mb,221
20210808,ms,61
20210808,ng,57
20210808,nm,112
20210808,po,26
20210808,sg,8
20210808,si,1480
20210808,za,33
20210807,ce,106
20210807,kk,54
20210807,kp,134
20210807,kr,158
20210807,lj,450
20210807,mb,218
20210807,ms,57
20210807,ng,57
20210807,nm,114
20210807,po,26
20210807,sg,7
20210807,si,1455
20210807,za,32
20210806,ce,101
20210806,kk,52
20210806,kp,136
20210806,kr,157
20210806,lj,448
20210806,mb,202
20210806,ms,56
20210806,ng,51
20210806,nm,114
20210806,po,26
20210806,sg,6
20210806,si,1420
20210806,za,30
20210805,ce,88
20210805,kk,57
20210805,kp,117
20210805,kr,158
20210805,lj,441
20210805,mb,194
20210805,ms,58
20210805,ng,56
20210805,nm,114
20210805,po,27
20210805,sg,6
20210805,si,1379
20210805,za,28
20210804,ce,80
20210804,kk,55
20210804,kp,106
20210804,kr,148
20210804,lj,427
20210804,mb,181
20210804,ms,55
20210804,ng,49
20210804,nm,108
20210804,po,27
20210804,sg,5
20210804,si,1294
20210804,za,21
20210803,ce,68
20210803,kk,50
20210803,kp,92
20210803,kr,146
20210803,lj,406
20210803,mb,169
20210803,ms,49
20210803,ng,53
20210803,nm,111
20210803,po,24
20210803,sg,5
20210803,si,1225
20210803,za,21
20210802,ce,60
20210802,kk,55
20210802,kp,76
20210802,kr,153
20210802,lj,392
20210802,mb,149
20210802,ms,54
20210802,ng,62
20210802,nm,115
20210802,po,23
20210802,sg,5
20210802,si,1196
20210802,za,21
20210801,ce,50
20210801,kk,58
20210801,kp,63
20210801,kr,148
20210801,lj,357
20210801,mb,140
20210801,ms,50
20210801,ng,59
20210801,nm,118
20210801,po,14
20210801,sg,3
20210801,si,1104
20210801,za,21
20210731,ce,50
20210731,kk,57
20210731,kp,63
20210731,kr,147
20210731,lj,345
20210731,mb,135
20210731,ms,46
20210731,ng,59
20210731,nm,118
20210731,po,14
20210731,sg,3
20210731,si,1082
20210731,za,21
20210730,ce,48
20210730,kk,56
20210730,kp,62
20210730,kr,140
20210730,lj,335
20210730,mb,126
20210730,ms,47
20210730,ng,56
20210730,nm,115
20210730,po,13
20210730,sg,3
20210730,si,1045
20210730,za,21
20210729,ce,40
20210729,kk,56
20210729,kp,62
20210729,kr,139
20210729,lj,305
20210729,mb,108
20210729,ms,41
20210729,ng,50
20210729,nm,113
20210729,po,12
20210729,sg,4
20210729,si,971
20210729,za,19
20210728,ce,38
20210728,kk,56
20210728,kp,58
20210728,kr,133
20210728,lj,298
20210728,mb,92
20210728,ms,38
20210728,ng,48
20210728,nm,104
20210728,po,12
20210728,sg,4
20210728,si,917
20210728,za,18
20210727,ce,39
20210727,kk,50
20210727,kp,51
20210727,kr,133
20210727,lj,286
20210727,mb,85
20210727,ms,35
20210727,ng,48
20210727,nm,100
20210727,po,14
20210727,sg,5
20210727,si,874
20210727,za,16
20210726,ce,36
20210726,kk,59
20210726,kp,52
20210726,kr,139
20210726,lj,268
20210726,mb,72
20210726,ms,35
20210726,ng,52
20210726,nm,113
20210726,po,14
20210726,sg,5
20210726,si,872
20210726,za,16
20210725,ce,33
20210725,kk,56
20210725,kp,44
20210725,kr,139
20210725,lj,256
20210725,mb,63
20210725,ms,37
20210725,ng,50
20210725,nm,132
20210725,po,13
20210725,sg,5
20210725,si,850
20210725,za,12
20210724,ce,33
20210724,kk,57
20210724,kp,44
20210724,kr,142
20210724,lj,250
20210724,mb,59
20210724,ms,37
20210724,ng,50
20210724,nm,129
20210724,po,13
20210724,sg,5
20210724,si,840
20210724,za,11
20210723,ce,33
20210723,kk,58
20210723,kp,41
20210723,kr,147
20210723,lj,244
20210723,mb,54
20210723,ms,37
20210723,ng,50
20210723,nm,128
20210723,po,13
20210723,sg,5
20210723,si,832
20210723,za,11
20210722,ce,32
20210722,kk,60
20210722,kp,39
20210722,kr,149
20210722,lj,224
20210722,mb,51
20210722,ms,32
20210722,ng,45
20210722,nm,149
20210722,po,12
20210722,sg,8
20210722,si,820
20210722,za,10
20210721,ce,26
20210721,kk,72
20210721,kp,42
20210721,kr,143
20210721,lj,213
20210721,mb,51
20210721,ms,31
20210721,ng,47
20210721,nm,180
20210721,po,12
20210721,sg,8
20210721,si,843
20210721,za,11
20210720,ce,24
20210720,kk,77
20210720,kp,42
20210720,kr,142
20210720,lj,203
20210720,mb,46
20210720,ms,30
20210720,ng,40
20210720,nm,200
20210720,po,11
20210720,sg,8
20210720,si,842
20210720,za,9
20210719,ce,21
20210719,kk,79
20210719,kp,45
20210719,kr,125
20210719,lj,177
20210719,mb,45
20210719,ms,22
20210719,ng,33
20210719,nm,218
20210719,po,10
20210719,sg,8
20210719,si,805
20210719,za,9
20210718,ce,21
20210718,kk,76
20210718,kp,45
20210718,kr,115
20210718,lj,160
20210718,mb,43
20210718,ms,18
20210718,ng,30
20210718,nm,222
20210718,po,8
20210718,sg,8
20210718,si,764
20210718,za,4
20210717,ce,21
20210717,kk,76
20210717,kp,45
20210717,kr,117
20210717,lj,158
20210717,mb,41
20210717,ms,18
20210717,ng,30
20210717,nm,221
20210717,po,8
20210717,sg,10
20210717,si,763
20210717,za,4
20210716,ce,20
20210716,kk,75
20210716,kp,45
20210716,kr,117
20210716,lj,153
20210716,mb,40
20210716,ms,16
20210716,ng,29
20210716,nm,219
20210716,po,8
20210716,sg,10
20210716,si,751
20210716,za,4
20210715,ce,18
20210715,kk,70
20210715,kp,45
20210715,kr,111
20210715,lj,147
20210715,mb,39
20210715,ms,15
20210715,ng,28
20210715,nm,209
20210715,po,7
20210715,sg,9
20210715,si,720
20210715,za,6
20210714,ce,14
20210714,kk,66
20210714,kp,44
20210714,kr,103
20210714,lj,127
20210714,mb,40
20210714,ms,16
20210714,ng,27
20210714,nm,208
20210714,po,6
20210714,sg,7
20210714,si,681
20210714,za,7
20210713,ce,9
20210713,kk,64
20210713,kp,36
20210713,kr,95
20210713,lj,117
20210713,mb,42
20210713,ms,17
20210713,ng,32
20210713,nm,204
20210713,po,4
20210713,sg,6
20210713,si,648
20210713,za,7
20210712,ce,11
20210712,kk,54
20210712,kp,40
20210712,kr,75
20210712,lj,122
20210712,mb,41
20210712,ms,19
20210712,ng,29
20210712,nm,186
20210712,po,4
20210712,sg,5
20210712,si,612
20210712,za,8
20210711,ce,12
20210711,kk,49
20210711,kp,41
20210711,kr,64
20210711,lj,111
20210711,mb,39
20210711,ms,14
20210711,ng,27
20210711,nm,168
20210711,po,5
20210711,sg,5
20210711,si,564
20210711,za,12
20210710,ce,13
20210710,kk,48
20210710,kp,41
20210710,kr,60
20210710,lj,111
20210710,mb,38
20210710,ms,14
20210710,ng,27
20210710,nm,167
20210710,po,5
20210710,sg,5
20210710,si,564
20210710,za,13
20210709,ce,13
20210709,kk,47
20210709,kp,41
20210709,kr,52
20210709,lj,109
20210709,mb,41
20210709,ms,13
20210709,ng,27
20210709,nm,165
20210709,po,5
20210709,sg,6
20210709,si,559
20210709,za,14
20210708,ce,14
20210708,kk,37
20210708,kp,37
20210708,kr,37
20210708,lj,106
20210708,mb,37
20210708,ms,12
20210708,ng,27
20210708,nm,135
20210708,po,3
20210708,sg,3
20210708,si,489
20210708,za,14
20210707,ce,17
20210707,kk,24
20210707,kp,39
20210707,kr,42
20210707,lj,103
20210707,mb,36
20210707,ms,11
20210707,ng,26
20210707,nm,102
20210707,po,3
20210707,sg,3
20210707,si,454
20210707,za,18
20210706,ce,20
20210706,kk,21
20210706,kp,34
20210706,kr,38
20210706,lj,107
20210706,mb,38
20210706,ms,14
20210706,ng,27
20210706,nm,73
20210706,po,4
20210706,sg,3
20210706,si,428
20210706,za,21
20210705,ce,23
20210705,kk,12
20210705,kp,33
20210705,kr,43
20210705,lj,108
20210705,mb,42
20210705,ms,17
20210705,ng,27
20210705,nm,46
20210705,po,6
20210705,sg,3
20210705,si,409
20210705,za,21
20210704,ce,24
20210704,kk,7
20210704,kp,35
20210704,kr,48
20210704,lj,121
20210704,mb,46
20210704,ms,17
20210704,ng,28
20210704,nm,34
20210704,po,10
20210704,sg,3
20210704,si,428
20210704,za,24
20210703,ce,25
20210703,kk,8
20210703,kp,35
20210703,kr,49
20210703,lj,124
20210703,mb,47
20210703,ms,20
20210703,ng,28
20210703,nm,35
20210703,po,10
20210703,sg,2
20210703,si,439
20210703,za,25
20210702,ce,26
20210702,kk,9
20210702,kp,35
20210702,kr,50
20210702,lj,125
20210702,mb,54
20210702,ms,21
20210702,ng,29
20210702,nm,35
20210702,po,10
20210702,sg,3
20210702,si,456
20210702,za,25
20210701,ce,31
20210701,kk,14
20210701,kp,33
20210701,kr,49
20210701,lj,140
20210701,mb,71
20210701,ms,23
20210701,ng,31
20210701,nm,40
20210701,po,11
20210701,sg,3
20210701,si,510
20210701,za,25
20210630,ce,42
20210630,kk,17
20210630,kp,35
20210630,kr,52
20210630,lj,157
20210630,mb,82
20210630,ms,28
20210630,ng,30
20210630,nm,44
20210630,po,16
20210630,sg,8
20210630,si,575
20210630,za,26
20210629,ce,53
20210629,kk,21
20210629,kp,47
20210629,kr,58
20210629,lj,179
20210629,mb,80
20210629,ms,28
20210629,ng,29
20210629,nm,43
20210629,po,23
20210629,sg,8
20210629,si,636
20210629,za,28
20210628,ce,54
20210628,kk,24
20210628,kp,46
20210628,kr,69
20210628,lj,201
20210628,mb,102
20210628,ms,24
20210628,ng,34
20210628,nm,45
20210628,po,28
20210628,sg,8
20210628,si,706
20210628,za,31
20210627,ce,70
20210627,kk,32
20210627,kp,55
20210627,kr,76
20210627,lj,222
20210627,mb,111
20210627,ms,32
20210627,ng,37
20210627,nm,41
20210627,po,28
20210627,sg,9
20210627,si,783
20210627,za,28
20210626,ce,70
20210626,kk,32
20210626,kp,55
20210626,kr,80
20210626,lj,227
20210626,mb,116
20210626,ms,34
20210626,ng,38
20210626,nm,43
20210626,po,28
20210626,sg,9
20210626,si,796
20210626,za,27
20210625,ce,76
20210625,kk,36
20210625,kp,56
20210625,kr,84
20210625,lj,255
20210625,mb,134
20210625,ms,43
20210625,ng,40
20210625,nm,49
20210625,po,28
20210625,sg,8
20210625,si,868
20210625,za,26
20210624,ce,88
20210624,kk,42
20210624,kp,68
20210624,kr,103
20210624,lj,295
20210624,mb,144
20210624,ms,45
20210624,ng,44
20210624,nm,53
20210624,po,32
20210624,sg,8
20210624,si,983
20210624,za,28
20210623,ce,98
20210623,kk,44
20210623,kp,69
20210623,kr,117
20210623,lj,329
20210623,mb,153
20210623,ms,46
20210623,ng,44
20210623,nm,56
20210623,po,39
20210623,sg,9
20210623,si,1060
20210623,za,26
20210622,ce,109
20210622,kk,54
20210622,kp,83
20210622,kr,127
20210622,lj,387
20210622,mb,188
20210622,ms,51
20210622,ng,44
20210622,nm,60
20210622,po,41
20210622,sg,12
20210622,si,1212
20210622,za,27
20210621,ce,122
20210621,kk,64
20210621,kp,91
20210621,kr,152
20210621,lj,467
20210621,mb,228
20210621,ms,54
20210621,ng,48
20210621,nm,73
20210621,po,47
20210621,sg,13
20210621,si,1412
20210621,za,27
20210620,ce,134
20210620,kk,81
20210620,kp,103
20210620,kr,170
20210620,lj,519
20210620,mb,250
20210620,ms,65
20210620,ng,49
20210620,nm,79
20210620,po,52
20210620,sg,13
20210620,si,1565
20210620,za,28
20210619,ce,133
20210619,kk,83
20210619,kp,104
20210619,kr,176
20210619,lj,536
20210619,mb,260
20210619,ms,69
20210619,ng,50
20210619,nm,78
20210619,po,53
20210619,sg,14
20210619,si,1604
20210619,za,27
20210618,ce,142
20210618,kk,97
20210618,kp,105
20210618,kr,184
20210618,lj,583
20210618,mb,304
20210618,ms,71
20210618,ng,51
20210618,nm,82
20210618,po,53
20210618,sg,14
20210618,si,1735
20210618,za,30
20210617,ce,153
20210617,kk,108
20210617,kp,121
20210617,kr,200
20210617,lj,639
20210617,mb,319
20210617,ms,86
20210617,ng,54
20210617,nm,86
20210617,po,63
20210617,sg,18
20210617,si,1898
20210617,za,37
20210616,ce,174
20210616,kk,119
20210616,kp,126
20210616,kr,236
20210616,lj,701
20210616,mb,349
20210616,ms,90
20210616,ng,60
20210616,nm,92
20210616,po,63
20210616,sg,22
20210616,si,2089
20210616,za,42
20210615,ce,196
20210615,kk,132
20210615,kp,136
20210615,kr,246
20210615,lj,756
20210615,mb,393
20210615,ms,102
20210615,ng,63
20210615,nm,104
20210615,po,64
20210615,sg,24
20210615,si,2278
20210615,za,47
20210614,ce,220
20210614,kk,144
20210614,kp,151
20210614,kr,267
20210614,lj,868
20210614,mb,414
20210614,ms,124
20210614,ng,62
20210614,nm,122
20210614,po,74
20210614,sg,25
20210614,si,2534
20210614,za,50
20210613,ce,242
20210613,kk,163
20210613,kp,158
20210613,kr,280
20210613,lj,948
20210613,mb,446
20210613,ms,121
20210613,ng,60
20210613,nm,137
20210613,po,85
20210613,sg,31
20210613,si,2744
20210613,za,59
20210612,ce,244
20210612,kk,165
20210612,kp,159
20210612,kr,280
20210612,lj,977
20210612,mb,465
20210612,ms,128
20210612,ng,59
20210612,nm,134
20210612,po,85
20210612,sg,35
20210612,si,2812
20210612,za,65
20210611,ce,252
20210611,kk,177
20210611,kp,160
20210611,kr,284
20210611,lj,999
20210611,mb,461
20210611,ms,130
20210611,ng,58
20210611,nm,135
20210611,po,85
20210611,sg,37
20210611,si,2858
20210611,za,65
20210610,ce,271
20210610,kk,178
20210610,kp,161
20210610,kr,312
20210610,lj,1089
20210610,mb,498
20210610,ms,141
20210610,ng,60
20210610,nm,160
20210610,po,93
20210610,sg,40
20210610,si,3088
20210610,za,66
20210609,ce,284
20210609,kk,184
20210609,kp,170
20210609,kr,321
20210609,lj,1144
20210609,mb,529
20210609,ms,152
20210609,ng,64
20210609,nm,173
20210609,po,97
20210609,sg,44
20210609,si,3254
20210609,za,67
20210608,ce,294
20210608,kk,183
20210608,kp,166
20210608,kr,344
20210608,lj,1203
20210608,mb,548
20210608,ms,157
20210608,ng,83
20210608,nm,187
20210608,po,119
20210608,sg,47
20210608,si,3426
20210608,za,67
20210607,ce,326
20210607,kk,191
20210607,kp,178
20210607,kr,346
20210607,lj,1257
20210607,mb,548
20210607,ms,166
20210607,ng,87
20210607,nm,183
20210607,po,122
20210607,sg,48
20210607,si,3563
20210607,za,79
20210606,ce,351
20210606,kk,189
20210606,kp,180
20210606,kr,345
20210606,lj,1266
20210606,mb,562
20210606,ms,162
20210606,ng,98
20210606,nm,196
20210606,po,136
20210606,sg,62
20210606,si,3666
20210606,za,85
20210605,ce,354
20210605,kk,187
20210605,kp,179
20210605,kr,341
20210605,lj,1281
20210605,mb,568
20210605,ms,166
20210605,ng,98
20210605,nm,197
20210605,po,135
20210605,sg,65
20210605,si,3692
20210605,za,86
20210604,ce,354
20210604,kk,178
20210604,kp,180
20210604,kr,340
20210604,lj,1301
20210604,mb,537
20210604,ms,170
20210604,ng,109
20210604,nm,197
20210604,po,135
20210604,sg,69
20210604,si,3693
20210604,za,90
20210603,ce,371
20210603,kk,167
20210603,kp,192
20210603,kr,354
20210603,lj,1345
20210603,mb,553
20210603,ms,165
20210603,ng,118
20210603,nm,217
20210603,po,145
20210603,sg,68
20210603,si,3828
20210603,za,96
20210602,ce,366
20210602,kk,162
20210602,kp,203
20210602,kr,356
20210602,lj,1357
20210602,mb,546
20210602,ms,170
20210602,ng,129
20210602,nm,228
20210602,po,154
20210602,sg,63
20210602,si,3882
20210602,za,109
20210601,ce,373
20210601,kk,156
20210601,kp,195
20210601,kr,371
20210601,lj,1372
20210601,mb,566
20210601,ms,179
20210601,ng,131
20210601,nm,249
20210601,po,163
20210601,sg,63
20210601,si,3967
20210601,za,109
20210531,ce,397
20210531,kk,160
20210531,kp,212
20210531,kr,386
20210531,lj,1385
20210531,mb,590
20210531,ms,183
20210531,ng,157
20210531,nm,266
20210531,po,171
20210531,sg,71
20210531,si,4132
20210531,za,116
20210530,ce,421
20210530,kk,146
20210530,kp,217
20210530,kr,428
20210530,lj,1429
20210530,mb,600
20210530,ms,192
20210530,ng,172
20210530,nm,284
20210530,po,176
20210530,sg,70
20210530,si,4306
20210530,za,130
20210529,ce,424
20210529,kk,147
20210529,kp,216
20210529,kr,443
20210529,lj,1427
20210529,mb,607
20210529,ms,189
20210529,ng,177
20210529,nm,285
20210529,po,178
20210529,sg,68
20210529,si,4329
20210529,za,128
20210528,ce,440
20210528,kk,141
20210528,kp,217
20210528,kr,455
20210528,lj,1494
20210528,mb,630
20210528,ms,192
20210528,ng,195
20210528,nm,293
20210528,po,180
20210528,sg,74
20210528,si,4485
20210528,za,131
20210527,ce,451
20210527,kk,146
20210527,kp,237
20210527,kr,466
20210527,lj,1499
20210527,mb,658
20210527,ms,199
20210527,ng,215
20210527,nm,301
20210527,po,191
20210527,sg,75
20210527,si,4625
20210527,za,148
20210526,ce,495
20210526,kk,152
20210526,kp,234
20210526,kr,475
20210526,lj,1501
20210526,mb,664
20210526,ms,200
20210526,ng,232
20210526,nm,325
20210526,po,200
20210526,sg,80
20210526,si,4808
20210526,za,152
20210525,ce,533
20210525,kk,157
20210525,kp,259
20210525,kr,491
20210525,lj,1532
20210525,mb,702
20210525,ms,217
20210525,ng,245
20210525,nm,354
20210525,po,192
20210525,sg,92
20210525,si,5040
20210525,za,167
20210524,ce,577
20210524,kk,169
20210524,kp,279
20210524,kr,549
20210524,lj,1570
20210524,mb,761
20210524,ms,237
20210524,ng,272
20210524,nm,385
20210524,po,216
20210524,sg,101
20210524,si,5379
20210524,za,162
20210523,ce,613
20210523,kk,167
20210523,kp,281
20210523,kr,574
20210523,lj,1596
20210523,mb,780
20210523,ms,237
20210523,ng,290
20210523,nm,401
20210523,po,211
20210523,sg,112
20210523,si,5547
20210523,za,183
20210522,ce,615
20210522,kk,170
20210522,kp,282
20210522,kr,593
20210522,lj,1596
20210522,mb,793
20210522,ms,251
20210522,ng,293
20210522,nm,405
20210522,po,211
20210522,sg,112
20210522,si,5609
20210522,za,187
20210521,ce,631
20210521,kk,173
20210521,kp,280
20210521,kr,600
20210521,lj,1633
20210521,mb,832
20210521,ms,265
20210521,ng,294
20210521,nm,416
20210521,po,213
20210521,sg,114
20210521,si,5742
20210521,za,184
20210520,ce,675
20210520,kk,179
20210520,kp,277
20210520,kr,658
20210520,lj,1683
20210520,mb,864
20210520,ms,269
20210520,ng,301
20210520,nm,426
20210520,po,217
20210520,sg,135
20210520,si,5994
20210520,za,196
20210519,ce,733
20210519,kk,189
20210519,kp,278
20210519,kr,695
20210519,lj,1721
20210519,mb,922
20210519,ms,273
20210519,ng,324
20210519,nm,436
20210519,po,231
20210519,sg,151
20210519,si,6269
20210519,za,203
20210518,ce,795
20210518,kk,191
20210518,kp,295
20210518,kr,743
20210518,lj,1837
20210518,mb,994
20210518,ms,282
20210518,ng,354
20210518,nm,446
20210518,po,248
20210518,sg,172
20210518,si,6688
20210518,za,218
20210517,ce,880
20210517,kk,190
20210517,kp,306
20210517,kr,798
20210517,lj,1944
20210517,mb,1052
20210517,ms,285
20210517,ng,357
20210517,nm,477
20210517,po,262
20210517,sg,176
20210517,si,7080
20210517,za,234
20210516,ce,950
20210516,kk,205
20210516,kp,312
20210516,kr,836
20210516,lj,2013
20210516,mb,1128
20210516,ms,303
20210516,ng,366
20210516,nm,488
20210516,po,292
20210516,sg,210
20210516,si,7476
20210516,za,253
20210515,ce,966
20210515,kk,204
20210515,kp,313
20210515,kr,843
20210515,lj,2045
20210515,mb,1139
20210515,ms,307
20210515,ng,372
20210515,nm,497
20210515,po,291
20210515,sg,214
20210515,si,7571
20210515,za,259
20210514,ce,961
20210514,kk,209
20210514,kp,312
20210514,kr,865
20210514,lj,2062
20210514,mb,1143
20210514,ms,323
20210514,ng,373
20210514,nm,509
20210514,po,290
20210514,sg,215
20210514,si,7645
20210514,za,258
20210513,ce,1065
20210513,kk,231
20210513,kp,308
20210513,kr,910
20210513,lj,2192
20210513,mb,1251
20210513,ms,323
20210513,ng,411
20210513,nm,527
20210513,po,319
20210513,sg,234
20210513,si,8168
20210513,za,267
20210512,ce,1119
20210512,kk,243
20210512,kp,323
20210512,kr,996
20210512,lj,2324
20210512,mb,1300
20210512,ms,380
20210512,ng,439
20210512,nm,564
20210512,po,340
20210512,sg,262
20210512,si,8645
20210512,za,283
20210511,ce,1227
20210511,kk,253
20210511,kp,320
20210511,kr,1031
20210511,lj,2344
20210511,mb,1366
20210511,ms,368
20210511,ng,460
20210511,nm,596
20210511,po,357
20210511,sg,266
20210511,si,8967
20210511,za,307
20210510,ce,1154
20210510,kk,239
20210510,kp,278
20210510,kr,972
20210510,lj,2287
20210510,mb,1344
20210510,ms,376
20210510,ng,443
20210510,nm,591
20210510,po,324
20210510,sg,264
20210510,si,8641
20210510,za,301
20210509,ce,1211
20210509,kk,262
20210509,kp,281
20210509,kr,1016
20210509,lj,2355
20210509,mb,1381
20210509,ms,395
20210509,ng,450
20210509,nm,625
20210509,po,350
20210509,sg,265
20210509,si,8960
20210509,za,301
20210508,ce,1216
20210508,kk,261
20210508,kp,280
20210508,kr,1023
20210508,lj,2394
20210508,mb,1385
20210508,ms,376
20210508,ng,452
20210508,nm,628
20210508,po,350
20210508,sg,271
20210508,si,9006
20210508,za,302
20210507,ce,1244
20210507,kk,274
20210507,kp,280
20210507,kr,1032
20210507,lj,2393
20210507,mb,1401
20210507,ms,378
20210507,ng,472
20210507,nm,652
20210507,po,360
20210507,sg,273
20210507,si,9132
20210507,za,309
20210506,ce,1264
20210506,kk,306
20210506,kp,283
